,Comment
116,"['alhamdulillah', 'rasa', 'manfaat', 'keluarga', 'pasang', 'ring', 'jantung', 'biaya', 'peser', 'tanggung', 'bpjs', 'sehat']"
117,"['syukur', 'jkn', 'kis', 'sya', 'cuci', 'darah', 'sd', 'alm', 'bantu', 'biaya', 'naik', 'langsung', 'bpjs', 'tdak', 'bayang', 'bpjs', 'ditutuptp', 'kelas', 'tahun', 'tdak', 'sya', 'syukur', 'covid']"
118,"['nikmat', 'dusta', 'negeri', 'hadir', 'bpjs', 'kes', 'program', 'jkn', 'solusi', 'masyarakat', 'indonesia', 'biaya', 'sehat', 'terimakasih', 'indonesia', 'program', 'jkn', 'bantu', 'problem', 'biaya', 'sehat', 'sukses', 'bpjs', 'sehat']"
119,"['alhamdulillah', 'sy', 'operasi', 'gak', 'peser', 'dibayarmakasih', 'bpjs', 'sehat']"
120,"['alhamdulillahsemoga', 'program', 'mulia', 'lanjut']"
121,"['bpjs', 'dukungsilahkan', 'gak', 'percaya', 'jamin', 'yg', 'asuransi', 'indonesia', 'perintah']"
122,"['bantu', 'program', 'ayah', 'operasi', 'by', 'pass', 'jantung', 'yg', 'biaya', 'bantu', 'dgn', 'kartu', 'jkn', 'kis', 'iur', 'biaya', 'layan', 'rsud', 'provinsi', 'rs', 'rujuk', 'bukti', 'negara', 'hadir', 'jamin', 'sehat', 'warga', 'negaranyasupport', 'bpjs', 'sehat', 'kembang', 'gotong', 'royong', 'tolong']"
123,"['fair', 'kelompok', 'yg', 'wakil', 'klas', 'hrs', 'sesuai', 'iur', 'yg', 'murah', 'serta', 'klas', 'iur', 'kontribusi', 'perintah', 'luas', 'long', 'live', 'jkn', 'maju']"
124,"['gotong', 'royong', 'tolong', 'yg', 'sehat', 'bantu', 'yg', 'sakit', 'terima', 'kasih', 'bpjs', 'sehat']"
125,"['program', 'bpjs', 'sehat', 'jalan', 'masyarakat', 'miskin', 'masyarakat', 'indonesia', 'bantu', 'alami', 'sakit', 'asuransi', 'swasta', 'mana', 'yg', 'tanggung', 'jenis', 'sakit', 'sakit', 'berat', 'ringan', 'kecuali', 'bpjs', 'sehat']"
126,"['sesuai', 'iur', 'jaga', 'langsung', 'program', 'jkn', 'wajar', 'sekalimari', 'jaga', 'bpjs', 'sehat', 'bayar', 'iur', 'waktu', 'gotong', 'royong', 'indonesia']"
127,"['alhamdulillah', 'negara', 'hadir', 'saat', 'rakyat', 'butuh', 'semangat', 'gotong', 'royong', 'tolong', 'indonesia']"
128,"['gotong', 'royong', 'tolong']"
129,"['terimakasih', 'bpjs', 'sehat', 'bantu', 'keluarga']"
130,"['terimakasih', 'perintah', 'bpjs', 'sehat', 'subsidi', 'iur', 'utk', 'warga', 'moga', 'program', 'masyaratkat', 'indonesia', 'aminnnnn']"
131,"['adan', 'bpjs', 'sehat', 'biaya', 'operasi', 'orangtua', 'full', 'cover', 'biaya', 'moga', 'bpjs', 'sehat']"
132,"['gotong', 'royong', 'tolong']"
133,"['negara', 'rakyat', 'daftar', 'program', 'pbi', 'terima', 'bantu', 'iur', 'yg', 'gabisa', 'kelas', 'monggo', 'daftar', 'kelas', 'gabisa', 'kelas', 'monggo', 'daftar', 'kelas', 'iur', 'kelas', 'ga', 'alami', 'naik', 'ga', 'sanggup', 'kelas', 'monggo', 'ajuin', 'program', 'pbi', 'gratis', 'dibayarin', 'perintah', 'yg', 'berkoarkoar', 'sebar', 'benci', 'mau', 'coba', 'ide', 'yg', 'murah', 'gratis', 'gadget', 'beli', 'kuota', 'main', 'medsos', 'tebar', 'benci', 'program', 'yg', 'bantu', 'juta', 'masyarakat', 'indonesia', 'layan', 'sehat', 'pulih', 'masyarakat', 'produktif', 'mana', 'hati', 'pikir', 'coba', 'bayang', 'iur', 'tabung', 'hari', 'sisih', 'rupiah', 'murah', 'biaya', 'kuota', 'internet', 'yg', 'pakai', 'utk', 'tebar', 'benci', 'tahun', 'subsidi', 'rupiah', 'perintah', 'iur', 'kelas', 'hitung', 'ahli', 'aktuaria', 'negara', 'subsidi', 'baik', 'program', 'yg', 'gratis', 'pbi', 'hari', 'yg', 'manfaat', 'baik', 'program', 'tolong', 'provokasi', 'tebar', 'bodoh', 'operasi', 'jantung', 'biaya', 'coba', 'contoh', 'skenario', 'hitung', 'buka', 'bantu', 'saudara', 'operasi', 'jantung', 'biaya', 'butuh', 'gotong', 'royong', 'kelas', 'iur', 'coba', 'pikir', 'sih', 'kumpul', 'dana', 'iur', 'bantu', 'skenario', 'iur', 'kelas', 'tahun', 'tabung', 'tahun', 'capai', 'dana', 'tabung', 'kah', 'tahun', 'umur', 'manusia', 'tahun', 'moga', 'erti', 'betapa', 'manfaat', 'untuk', 'berkoarkoar', 'bpjs', 'sehat', 'bubar', 'tolong', 'ide', 'nyata', 'bantu', 'keluarga', 'tetangga', 'ikut', 'mantan', 'kena', 'sakit', 'biaya', 'biaya', 'mahal', 'siap', 'bantu', 'saudara', 'dana', 'biaya', 'operasi', 'jualin', 'tanah', 'mobil', 'tabung', 'didik', 'gerak', 'bantu', 'sikap', 'bodo', 'saudara', 'bpjs', 'sehat', 'bantu', 'tekan', 'untuk', 'yg', 'nyinyir', 'tolong', 'ide', 'yg', 'murah', 'gratis', 'terima', 'kasih', 'ig']"
134,"['bpjs', 'sehat', 'sakit', 'sy', 'mikir', 'masyarakat', 'bantu', 'program', 'terimakasih', 'bpjs', 'sehat']"
135,"['gotong', 'royong', 'tolong', 'guyss', 'semangat', 'indonesia']"
136,"['bubarin', 'aja', 'bpjs', 'bikin', 'ribut', 'bikin', 'susah', 'alat', 'peras', 'rakyat']"
137,"['masyarakat', 'yg', 'bantu', 'bpjs', 'sehat']"
138,"['yg', 'gratis', 'jamin', 'bpjs', 'moga', 'program', 'perintah']"
139,"['mari', 'paham', 'regulasi', 'negara', 'jajar', 'kait', 'bantu', 'layan', 'masyarakat', 'sebaikbaiknya', 'mari', 'sikap', 'positif']"
140,"['jkn', 'kis', 'kerja', 'dr', 'gaji', 'beri', 'kerja', 'cm', 'bayar', 'bayar', 'perintah', 'kerja', 'mandiri', 'pilih', 'sesuai', 'mampu', 'bayar', 'tau', 'mampu', 'bayar', 'segmen', 'serta', 'sesuai', 'atur', 'yg', 'berat', 'sukses', 'program', 'jkn', 'kis', 'jamin', 'rakyat', 'indonesia', 'pilihpilih', 'sehat', 'tertib', 'yg', 'butuh', 'jamin', 'misi', 'manusia', 'yg', 'mulia']"
141,"['tanam', 'baik', 'spt', 'tanam', 'pohon', 'sadar', 'teduh', 'pohon', 'yg', 'nikmat', 'buah', 'tangan', 'dahulu', 'yg', 'susah', 'payah', 'tanam', 'pohon', 'spt', 'jg', 'yg', 'tengah', 'hadap', 'dg', 'bayar', 'iur', 'jkn', 'insyaallah', 'manfaat', 'baik', 'yg', 'dpt', 'rasa']"
142,"['manfaat', 'rasa', 'masyarakat', 'program', 'lanjut', 'baik', 'tingkat', 'layan']"
143,"['polemik', 'tejadi', 'coba', 'cermat', 'perintah', 'solusi', 'masyarakat', 'rasa', 'manfaat', 'program', 'jkn', 'masyarakat', 'yg', 'manfaat', 'rasa', 'milik', 'jamin', 'kesehatansemoga', 'program', 'depan']"
144,"['iur', 'kls', 'aja', 'gaesyang', 'kelas', 'tetep', 'tetep', 'ga', 'bayar', 'kayak', 'fakir', 'miskin', 'bayar', 'perintah', 'full']"
145,"['jaman', 'desa', 'suka', 'nikmat', 'sakit', 'sampe', 'jual', 'tanahrumah', 'dll', 'bayar', 'perlu', 'sakit', 'dy', 'era', 'bpjs', 'alhamdulillah', 'yg', 'rasa', 'obat', 'rs', 'tdk', 'yg', 'rasa', 'terima', 'kasih', 'pelopor', 'hadir', 'bpjs', 'moga', 'program', 'tahan', 'sampe']"
146,"['alhamdulilah', 'moga', 'bpjs', 'sehat', 'tahan', 'tengah', 'kondisi', 'tentu', 'bpjs', 'sehat', 'hadir', 'bantu', 'masyarakat', 'indonesia']"
147,"['konsep', 'gotong', 'royong', 'sesuai', 'budaya', 'indonesia', 'nenek', 'moyang', 'subsidi', 'perintah', 'siap', 'yg', 'serta', 'mandiri', 'yg', 'pilih', 'kelas', 'mari', 'gotong', 'royong', 'smoga', 'amal']"
148,"['iur', 'murah', 'banget', 'tahun', 'kelas', 'bayar', 'aja', 'uda', 'subsidi', 'perintah', 'juta', 'masyarakat', 'kategori', 'fakir', 'miskin', 'daftar', 'aktif', 'serta', 'pbi', 'bayar', 'iur', 'bantu', 'perintah']"
149,"['naik', 'iur', 'bpjs', 'sehat', 'dukung', 'laksana', 'program', 'jamin', 'sehat', 'nasional']"
150,"['moga', 'program', 'teruskarena', 'manfaatnyadulu', 'alm', 'ayah', 'sakit', 'kanker', 'bpjs', 'sehat', 'bantu', 'biaya', 'obat', 'ayah', 'terimakasih', 'bpjs', 'sehat']"
151,"['ngurus', 'masyarakat', 'ngomong', 'rugi']"
152,"['terimakasih', 'pemerintahbanyak', 'tetangga', 'pbi']"
153,[]
154,"['konstruksi', 'gotong', 'royong', 'trobosan', 'sistem', 'jkn', 'bagus', 'menit', 'sakit', 'buruburu', 'daftar', 'bpjs', 'sembuh', 'iur', 'premi', 'parah']"
155,"['henti', 'program', 'jkn', 'yg', 'rasa', 'manfaat']"
156,"['moga', 'bayar', 'iur', 'bpjs', 'waktu', 'amal', 'sehat', 'yg', 'sedekah', 'yg', 'baring', 'sakit', 'butuh', 'tolong', 'fasilitas', 'sehat', 'lipat', 'ganda', 'sulit', 'negara', 'hadir', 'masyrakatnya', 'jamin', 'sehat', 'yg', 'dselenggrakan', 'bpjs', 'sehat']"
157,"['iur', 'subsidi', 'yg', 'nunggak', 'skrg', 'sesuai', 'protes', 'iur', 'sesuai', 'salah', 'faktor', 'jg', 'yg', 'nunggak']"
158,"['alhamdulillah', 'negara', 'hadir', 'bpjs', 'kesehatanprogram', 'bantu', 'manfaat', 'program', 'semangat', 'gotong', 'royong']"
159,"['sakit', 'akses', 'layan', 'sehat', 'batas', 'biaya', 'akses', 'layan', 'sehat', 'biayaiuran', 'murah', 'jagad', 'raya', 'protes', 'sekalikali', 'tanya', 'rawat', 'rs', 'manfaat', 'fasilitas', 'jkn', 'paham', 'manfaat', 'langsung', 'program', 'jkn', 'terima', 'kasih', 'perintah', 'terima', 'kasih', 'bpjs', 'sehat', 'terima', 'kasih', 'serta', 'aktif', 'serta', 'jkn', 'rutin', 'bayar', 'iur', 'tolong']"
160,"['dgn', 'gotong', 'royong', 'program', 'jkn', 'bantu', 'perintah', 'bidang', 'sehat', 'akses', 'masyarakat']"
161,"['yg', 'bilang', 'iur', 'mahal', 'coba', 'banding', 'asuransi', 'swasta', 'apahanya', 'bpjs', 'daftar', 'ga', 'batas', 'usia', 'sakit', 'cover']"
162,"['pilih', 'kelas', 'kelas', 'iur', 'gratis', 'iur', 'tanggung', 'perintah', 'sila', 'pilih', 'sesuai', 'mampu', 'gak', 'khan']"
163,"['terimakasih', 'bpjs', 'sehat', 'iur', 'biaya', 'yg', 'bilang', 'gak', 'banding', 'dengab', 'manfaat', 'dapat']"
164,"['pikir', 'positif', 'program', 'dasar', 'jamin', 'sehat', 'gotong', 'royong', 'indonesia', 'sehat']"
165,"['kalo', 'sih', 'manfaat', 'sakit', 'jamin', 'naik', 'tarif', 'wajar', 'aja', 'murah', 'banding', 'asuransi', 'swastatoh', 'biaya', 'subsidi', 'perintah']"
166,"['bayar', 'iur', 'bpjs', 'urus', 'lindung', 'biaya', 'sehat', 'urus', 'untung', 'rugi', 'peran', 'perintah', 'bayar', 'iur', 'juta', 'masyarakat', 'iur', 'kelas', 'kelas', 'rasa', 'berat', 'sesuai', 'kelas', 'benefit', 'layan', 'medis']"
167,"['putus', 'perintah', 'keluar', 'pres', 'baru', 'no', 'tahun', 'kait', 'ubah', 'atur', 'presiden', 'nomor', 'tahun', 'mana', 'poin', 'kait', 'sesuai', 'iur', 'bpjs', 'kelas', 'rpkelas', 'rp', 'kelas', 'rp', 'subsidi', 'perintah', 'rp', 'rasional', 'masyarakat', 'indonesia', 'sehat', 'merdeka', 'biaya', 'layan', 'sehat', 'mahal', 'iur', 'bpjs', 'sehat', 'murah', 'banding', 'asuransi', 'manfaat', 'layan', 'besarcoba', 'aja', 'cek', 'gak', 'boong', 'contoh', 'serta', 'daftar', 'bayar', 'iur', 'kelas', 'rp', 'lahir', 'sc', 'biaya', 'rp', 'penuh', 'iur', 'segitu', 'tabung', 'butuh', 'waktu', 'lumayan', 'loh', 'beli', 'perlu', 'baby', 'pasien', 'jantung', 'biaya', 'ratus', 'juta', 'pasien', 'cuci', 'darah', 'butuh', 'layan', 'hd', 'minggu', 'waduhh', 'bgt', 'biayanyaayo', 'berfikir', 'negatif', 'bpjs', 'sehat', 'berfikirlah', 'positif', 'manfaat', 'insyaallah', 'nikmat', 'pahalanyaaminnnn']"
168,"['moga', 'kesehatanitung', 'sehat', 'tdk', 'bpjs', 'yg', 'bayar', 'tp', 'bantu', 'yg', 'butuh', 'layan']"
169,"['alhamdulillah', 'terimakasih', 'perintah', 'terimakasih', 'bpjs', 'ga', 'bayang', 'klo', 'ga', 'program', 'jkn', 'wajib', 'masyarakat', 'tp', 'yg', 'ga', 'bantu', 'perintah', 'gotong', 'royong', 'iur', 'yg', 'sehat', 'bantu', 'yg', 'sakit', 'coba', 'bayangin', 'klo', 'ga', 'jkn', 'cuci', 'darah', 'hbs', 'puluh', 'juta', 'pasang', 'ring', 'jantung', 'ratus', 'juta', 'naudzubillah']"
170,"['perintah', 'indonesia', 'bantu', 'perhati', 'masyarakat', 'ratus', 'juta', 'perintah', 'pusat', 'perintah', 'daerah', 'gratis', 'masyarakat', 'jamin', 'sehat', 'iur', 'naik', 'serta', 'mandiri', 'pilih', 'kelas', 'kelas', 'serta', 'mandiri', 'pilih', 'kelas', 'kelas', 'berat', 'pindah', 'kelas', 'iur', 'ubah', 'lho', 'januari', 'mari', 'gotong', 'royong', 'tolong']"
171,"['program', 'jkn', 'kis', 'bpjs', 'sehat', 'alhamdulillah', 'sehat', 'sehat', 'bantu', 'saudara', 'tanah', 'air', 'sakit', 'sewaktuwaktu', 'sakit', 'khawatir', 'biaya', 'obat', 'jamin', 'sehat', 'milik', 'iur', 'ekonomis', 'yuk', 'temanteman', 'peduli', 'sehat', 'peduli', 'gotong', 'royong', 'tolong', 'gotong', 'royong', 'ringan']"
172,"['think', 'before', 'you', 'speak', 'read', 'before', 'think', 'baca', 'paham', 'regulasi', 'yg', 'komentar', 'betapa', 'mulia', 'program', 'yg', 'bantu', 'masyarakat', 'hidup', 'semangat', 'gotong', 'royong', 'bantu', 'dlm', 'just', 'reminder', 'to', 'myself']"
173,"['jelas', 'mudah', 'paham', 'terima', 'kasih', 'bpjskesehatan', 'pagi', 'pahat', 'siang', 'malaysia', 'sore', 'lari', 'lari', 'malam', 'makan', 'lontong', 'semangat', 'indonesia', 'sehat', 'fitri', 'gotong', 'royong']"
174,"['bpjs', 'sehat', 'ukir', 'sejarah', 'dunia', 'sehat', 'indonesia', 'dunia']"
175,"['juta', 'cover', 'negara', 'wow', 'bingittt', 'manfaat', 'rasa', 'anggota', 'jkn', 'kis', 'terimakasih', 'indonesia', 'terimakasih', 'bpjs', 'kontrol', 'rutin', 'rs', 'gratis', 'tis', 'jkn', 'kis', 'indonesia', 'sehat', 'indonesia', 'sejahtera', 'indonesai', 'jkn', 'kis']"
176,"['terima', 'kasih', 'perintah', 'jamin', 'sehat', 'duduk', 'indonesia', 'program', 'jamin', 'sehat', 'kelola', 'bpjs', 'sehat', 'butuh', 'dukung', 'program', 'jalan']"
177,"['mari', 'liat', 'segi', 'positif', 'rasa', 'manfaat', 'jamin', 'sehat', 'perintah', 'mari', 'dukung', 'progam', 'gotong', 'royong', 'kawan']"
178,"['terimakasih', 'bpjs', 'sehat', 'opung', 'rawat', 'inap', 'jamin', 'sesuai', 'kelas', 'iur', 'papa', 'operasi', 'sesuai', 'kelas', 'iur', 'biaya', 'mamfaat', 'yg', 'rasa', 'keluarga', 'masyarakat', 'luas', 'keluarga', 'dekat', 'memamfaatkan', 'syukur', 'pakai', 'bantu', 'sakit', 'iur', 'bantu', 'sehat', 'bpjs', 'sehat', 'sesuai', 'hitung', 'aktuaria', 'layan', 'depan']"
179,"['semenjak', 'bpjs', 'sehat', 'dengar', 'lgi', 'gara', 'sakit', 'jual', 'aset', 'sakit', 'jatuh', 'miskin', 'sakit', 'jdi', 'beban', 'keluarga', 'bukti', 'negara', 'hadir', 'jamin', 'sehat', 'warga']"
180,"['bpjs', 'byk', 'bantu', 'yg', 'butuh', 'semangat']"
181,"['moga', 'netijen', 'cinta', 'tutup', 'telinga', 'tutup', 'yg', 'trjadi', 'lapang', 'gotong', 'royong', 'smua', 'trtolong']"
182,"['uu', 'sdh', 'amanat', 'jamin', 'sehat', 'bt', 'rakyat', 'perintah', 'sdh', 'jungkir', 'atur', 'bpjs', 'sdh', 'jepit', 'netizen', 'tinggal', 'komen', 'rebah']"
183,"['alhamdulillah', 'bpjs', 'sehat', 'bantu', 'masyarakatada', 'keluarga', 'cuci', 'darah', 'operasi', 'jantung', 'hamdalah', 'berkat', 'perintah', 'bpjs', 'bayar', 'biaya', 'layan', 'rs', 'moga', 'dukung', 'perintah', 'bpjs', 'sehat', 'layan', 'fasilitas', 'sehat', 'pkm', 'klinik', 'rs', 'sinergi', 'layan', 'terbaikaamiinbiaya', 'yg', 'keluar', 'banding', 'manfaat', 'dapat']"
184,"['bpjs', 'sehat', 'butuh', 'bpjs', 'sehat', 'butuh', 'sadar', 'masyarakat', 'setia', 'gotong', 'royong']"
185,"['prinsip', 'sehat', 'alhamdulillahyg', 'sakit', 'bantu', 'yg', 'sehat']"
186,"['tahun', 'umur', 'tahun', 'operasi', 'patah', 'tulang', 'habis', 'juta', 'rs', 'saiful', 'anwar', 'malang', 'dicover', 'bpjs', 'gilak', 'bpjs', 'haru', 'sy', 'ucap', 'trima', 'kasih', 'pd', 'bpjs', 'sehat', 'tim', 'dokter', 'awat', 'rs', 'saiful', 'anwar', 'malang', 'yg', 'pake', 'bpjs', 'syukur', 'brarti', 'sehat', 'iur', 'yg', 'bayar', 'dpke', 'org', 'yg', 'butuh']"
187,"['perlu', 'negara', 'sadar', 'bpjs', 'sehat', 'peran', 'perintah', 'hadir', 'masyarakat', 'subsidi', 'pbi', 'cover', 'perintah', 'sadar', 'kalo', 'gak', 'kelas', 'turun', 'aja', 'kelas', 'kelas', 'gak', 'peduli', 'tunggak', 'kalo', 'udah', 'sakit', 'marah', 'bpjs', 'gak', 'pakai', 'tolong', 'udah', 'ajar', 'semangat', 'bangsa', 'semangat', 'gotong', 'royong', 'tunjuk', 'mulut', 'iur', 'bayar', 'banding', 'manfaat', 'ayo', 'kalo', 'prosentase', 'masyarakat', 'mayoritas', 'sadar', 'layan', 'rumah', 'sakit', 'benah', 'maju', 'bpjs', 'sehat', 'sehat', 'fahmi']"
188,"['terima', 'kasih', 'bpjs', 'kesehatanbpjs', 'bantu']"
189,['greaattt']
190,"['alhamdulillah', 'bpjs', 'sehat', 'bantu', 'masyarakat', 'yg', 'butuh', 'layan', 'sehat', 'beban', 'biaya', 'rs']"
191,"['mana', 'cari', 'jamin', 'sehat', 'iur', 'rendah', 'manfaat', 'oleh']"
192,"['gotong', 'royong', 'tolong', 'bpjs', 'sehat', 'indonesia', 'yg', 'sehat']"
193,"['alhamdulillah', 'om', 'sy', 'operasi', 'jantung', 'tolong', 'pake', 'bpjs']"
194,"['alhamdulillahpemerintah', 'hadir', 'saat', 'situasi', 'kondisi', 'program', 'jkn', 'masyarakat', 'terbantumari', 'gotong', 'royong', 'indonesia', 'maju']"
195,"['koar', 'koar', 'hujat', 'bpjs', 'alami', 'sakit', 'berat', 'sadar', 'program', 'almarhum', 'kakek', 'jalan', 'pasang', 'ring', 'jantung', 'alhamdulillaah', 'jamin', 'bpjs', 'bpjs', 'keluarga', 'sulit', 'cari', 'biaya']"
196,"['alhamdulillah', 'hadir', 'bpjs', 'sehat', 'bantu', 'masyarakat', 'butuh', 'sakit', 'kronis', 'harga', 'operasi', 'mahal', 'syukur', 'support', 'negara', 'perihal', 'jamin', 'sehat']"
197,"['yuk', 'paham', 'regulasi', 'krn', 'perintah', 'sejati', 'hadir', 'tengah', 'masyarakat', 'mana', 'perintah', 'sdh', 'biaya', 'masy', 'yg', 'kategori', 'miskin', 'tdk', 'sbnyak', 'juta', 'serta', 'yg', 'pilih', 'kelas', 'tahun', 'subsidi', 'perintah', 'serta', 'kelas', 'bayar']"
198,"['mari', 'gotong', 'royong', 'bantu', 'perintah', 'jaga', 'sehat', 'pribadi']"
199,"['knp', 'msh', 'keluh', 'bayar', 'turun', 'kelas', 'ikut', 'prosedur', 'yg', 'layan', 'bpjs', 'rasa', 'manfaat', 'sdah', 'rasa', 'manfaat', 'obat', 'grtis', 'mmbayar', 'iur', 'murah', 'love', 'bpjs']"
200,"['pasien', 'cuci', 'darah', 'tolong', 'jknkisdengan', 'iur', 'mahal', 'asuransi', 'diduniacuma', 'indonesia']"
201,"['bpjs', 'sehat', 'manfaat', 'bantu', 'terimakasih', 'bpjs', 'sehat']"
202,"['iring', 'doa', 'moga', 'perintah', 'tempat', 'imbang', 'tempat', 'selaras', 'indonesia', 'sehat']"
203,"['gak', 'papa', 'rasa', 'manfaat', 'anggap', 'nyaur', 'hutang', 'niat', 'sodaqoh']"
204,"['terimakasih', 'bpjskes', 'asuransi', 'anugrah', 'allah', 'rakyat', 'indonesia']"
205,"['jamin', 'sosial', 'dgn', 'pondasi', 'social', 'solidaritas', 'system', 'gotong', 'royong', 'banding', 'masyarakat', 'dgn', 'asuransi', 'swasta', 'tdk', 'terima', 'serta', 'yg', 'sdh', 'resiko', 'jkn', 'daftar', 'jg', 'dpn', 'moga', 'akal', 'yg']"
206,"['org', 'yg', 'sdg', 'dlm', 'awat', 'biaya', 'tinggi', 'hemodialisa', 'cancer', 'jantung', 'talasemia', 'hemophili', 'dll', 'smua', 'jamin', 'bpjs', 'sehat', 'jaga', 'sehat', 'iur', 'iklaskan', 'utk', 'bantu', 'yg', 'butuh']"
207,"['bilang', 'iur', 'jkn', 'kelas', 'rp', 'kali', 'anggota', 'keluarga', 'rp', 'kali', 'tahun', 'rp', 'bayar', 'iur', 'jkn', 'disalahgunakan', 'perintah', 'mending', 'nabung', 'aja', 'betull', 'tahun', 'gagal', 'ginjal', 'kronis', 'stadium', 'hemodialisa', 'cuci', 'darah', 'biaya', 'cuci', 'darah', 'rp', 'rata', 'cuci', 'darah', 'minggu', 'bulan', 'rp', 'tabung', 'jual', 'motor', 'cicil', 'jual', 'rumah', 'kontra', 'makimaki', 'perintah', 'betull', 'yuk', 'mari', 'ubah', 'mindset', 'dg', 'gabung', 'program', 'jkn', 'yg', 'selenggara', 'bpjs', 'sehat', 'proteksi', 'salah', 'anggota', 'keluarga', 'yg', 'sakit', 'iur', 'yg', 'gabung', 'terap', 'sistem', 'gotong', 'royong', 'bantu', 'laksana', 'tugas', 'sbg', 'warga', 'negara', 'yg', 'taat', 'atur', 'perihal', 'sakit', 'sakit', 'tdk', 'tau', 'datang', 'pribadi', 'bayar', 'iur', 'rutin', 'seiap', 'bulan', 'asumsi', 'sedekah', 'bantu', 'laindengan', 'niat', 'sedekah', 'insyaallah', 'keluarga', 'sehat', 'rasa', 'manfaat', 'jkn', 'stay', 'healthy', 'sehat', 'pola', 'hidup', 'sehat', 'terimakasih', 'bpjs', 'sehat', 'terimakasih', 'kontribusi', 'bantu', 'sehat', 'masyarakat', 'indonesia']"
208,"['program', 'jkn', 'manfaat', 'masyarakat', 'rasa', 'manfaat', 'masyarakatyuk', 'sukses', 'program', 'jkn', 'bantu']"
209,"['alhamdulillah', 'bpjs', 'sehat', 'keluarga', 'mayoritas', 'kalang', 'kerja', 'jamin', 'sehat', 'mudah', 'premi', 'murah', 'asuransi', 'swasta', 'terima', 'kasih', 'bpjs', 'sehat', 'program', 'perintah', 'dukung', 'rakyat']"
210,"['cerita', 'dri', 'tetangga', 'yg', 'obat', 'bpjs', 'blg', 'bantu', 'bpjs', 'byr', 'yg', 'murah', 'tp', 'beda', 'layan', 'rumah', 'sakit', 'iur', 'mah', 'sy', 'nyumbang', 'aj', 'ikhlas', 'utk', 'mrka', 'yg', 'butuh', 'pke', 'apalgi', 'sampek', 'nginap', 'rumah', 'sakit', 'amit', 'deh', 'mantap', 'bpjs', 'dg', 'prinsip', 'gotong', 'royong', 'indonesia', 'bngit']"
211,"['negara', 'tingkat', 'peduli', 'serta', 'jamin', 'sehat', 'penuh', 'dpr', 'ri', 'representatif', 'rakyat', 'indonesia', 'subsidi', 'serta', 'kelas', 'bayar', 'iur', 'nominal', 'prinsip', 'program', 'gotong', 'royong', 'silah', 'kontribusi', 'mampumiskin', 'bayar', 'perintah', 'rentan', 'miskin', 'pilih', 'kelas', 'subsidi', 'perintah', 'manfaat', 'rasa', 'masyarakat', 'doa', 'program', 'jamin', 'sehat', 'depan', 'tuhan', 'kati', 'bpjs', 'sehat']"
212,"['moga', 'cerah', 'teman', 'teman', 'pasien', 'ckd', 'kronis', 'cuci', 'darah', 'rb', 'minggu', 'cuci', 'darah', 'bulan', 'umur', 'hidup', 'guys', 'who', 'knows', 'usia', 'manusia', 'monggo', 'hitung', 'ahli', 'matematika', 'iur', 'bulan', 'manfaat', 'terimakasih', 'serta', 'sehat', 'gotong', 'royong', 'tolong']"
213,"['trimakasih', 'bpjs', 'kesehatankmrn', 'anak', 'sy', 'obat', 'rs', 'tdk', 'tarik', 'tambah', 'biayasmuanya', 'laku', 'ssuai', 'prosedur', 'dr', 'ppk', 'drujuk', 'ppk', 'layan', 'rs', 'jg', 'ramah']"
214,"['sesuai', 'iur', 'bpjs', 'sehat', 'bayang', 'asuransi', 'sehat', 'premi', 'rendah', 'manfaat', 'coba', 'bpjs', 'sehat', 'asas', 'gotong', 'royong', 'iur', 'serta', 'sehat', 'biaya', 'serta', 'sakit', 'negara', 'hadir', 'subsidi', 'serta', 'kelas', 'terima', 'kasih', 'bpjs', 'sehat']"
215,"['tahun', 'tetangga', 'sy', 'operasi', 'kaki', 'biaya', 'jt', 'tanggung', 'bpjs', 'pas', 'check', 'out', 'tanda', 'tangan', 'kasir']"
216,"['wujud', 'kelas', 'standar', 'adil', 'perintah', 'subsidi']"
217,"['negara', 'hadir', 'program', 'negeri', 'initerima', 'kasih', 'jkn', 'kisbpjs', 'gotong', 'royong', 'tertolongkita', 'rasa', 'manfaat', 'layan', 'diskriminasi']"
218,"['paham', 'bagaimanaa', 'program', 'jkn', 'kis', 'kait', 'sesuai', 'iur', 'atas', 'terima', 'kasih', 'bijak', 'perintah', 'adil', 'perintah', 'bantu', 'ratusann', 'juta', 'masyarakat', 'iur', 'bantu', 'perintah', 'masyarakan', 'gotong', 'royong', 'bantu', 'yg', 'butuh', 'layan', 'sehat', 'sehat', 'diskriminasi', 'layan', 'sehat', 'fasilitas', 'sehat']"
219,"['program', 'jkn', 'yg', 'bpjs', 'sehat', 'mulia', 'lindung', 'masyarakat', 'biar', 'ga', 'sulit', 'utk', 'bayar', 'layan', 'sehat', 'sakit']"
220,"['terima', 'kasih', 'bpjs', 'sehat', 'manfaat', 'tdk', 'masyarakat', 'takut', 'obat', 'biaya']"
221,"['yg', 'problem', 'manfaat', 'yg', 'bpjs', 'sehat', 'juta', 'layan', 'sehat', 'yg', 'bpjs', 'sehat', 'serta', 'masyarakat', 'guna', 'bpjs', 'sehat', 'problem', 'butuh', 'proses', 'baik', 'terusmenerus', 'coba', 'manfaat', 'yg', 'terima', 'makasih', 'bpjs', 'sehat', 'bangga', 'negara', 'yg', 'jalan', 'program', 'yg', 'makasih', 'subsidi', 'perintah']"
