,Comment,english_translate,polarity,Label
763,selama bulan harus bertahan agar hidup tidak bertamu pada covid cepatlah ada vaksin covid semua tenaga kerja kesehatan bekerja keras untuk menciptakan vaksin ini,"During the month you have to survive so that life does not visit covid, hurry up, get a covid vaccine, all the health workforce are working hard to create this vaccine",-0.2916666666666667,0
775,semoga lebih cepat dari perkiraan,hopefully sooner than expected,-0.1,0
793,kasihan bapak presidenku semakin kurus sehat selalu pak insya allah mengurus bangsa dan negara ladang pahala bapak kami rakyat cuma bisa membantu dengan doa semoga indonesia dan dunia bisa segera pulih dari corona aamiinn,"sorry for the father, my president is getting thinner and healthier, always sir, God willing, taking care of the nation and country, our father's reward field, the people can only help with prayers that Indonesia and the world can recover soon from Corona Aamiinn",-0.08333333333333333,0
794,kadang ngerasa antra nyata ga nyata covid ini seserem itu virus ini mnghatam kt allah selamatkan km dr sgala macam bahaya penyakit amiin,"Sometimes it feels that between the real, not real, Covid is as scary as that this virus can save you from all kinds of dangers of amiin disease",-0.13333333333333333,0
801,semoga setelah vaksinnya sudah ada jangan ada lagi lah orang yang masih sakit amin,"I hope that after the vaccine is available, there will be no more people who are still sick, amen",-0.1880952380952381,0
855,yeyy akhirnya siap siap keluar dari kandang di rumah mulu bosen,"Yeyy is finally ready to get out of the cage at home, always bored",-0.15,0
860,alhamdulillah saya sudah bosen di rumah apa lagi baru lulus sekolah dan nganggur haddh,"Alhamdulillah, I'm already bored at home, especially when I just graduated from school and unemployed haddh",-0.25,0
861,amin nin lah tapi jangan asal uji coba sembarangan ke pejabat president aja memberi contoh penggunaan vaksin covid,"Amen, but don't just try it carelessly with the presidential official giving an example of the use of the covid vaccine",-0.5,0
905,tidak tau harus berterima kasih kepada siapa anda tolol atau otak anda sudah tertukar dengan hewan kepada who who cuman duduk manis menunggu riset dari bawahan merrka semua selesai ngerjain who terima beres vaksin apa yang keren dari who otak mereka aja sudah ketuker ama hewan,"Don't know who you are stupid or have your brain swapped with animals to those who just sit there waiting for research from their subordinates, they are all done working, who are you, what vaccines are cool from who, their brains have just tapped into animals",-0.22499999999999998,0
911,yang bisa kita lakukan sebagai masyarakat biasa cuma menerapkan protokol yang berlaku,all we can do as ordinary people is just to apply the applicable protocol,-0.25,0
932,jangan di vaksin pak orang inlander percuma mereka hasil evolusi gagal biarin aja,"Don't vaccinate the Inlanders, it's useless because of evolution, they just failed",-0.5,0
951,vaksin itu khusus orang tua aja karna daya tahan tubuh fisik berkurang dan jangan mahal bayar vaksin tu kau lihat rakyat mu banyak yang miskin di indonesia,"Vaccines are only for parents because physical immunity is reduced and don't pay for the expensive vaccines, you see that many of your people are poor in Indonesia",-0.08,0
961,au ah maaih lama butuhnya jga sekarang baru bisa kluarin itu vaksin,"I have taken a long time, but now I can only get the vaccine out",-0.025,0
978,buat lh smpai rakyat kecil smpai menjerit minta makn,for the small people to scream for meaning,-0.25,0
981,corona sembuh sendiri katanya mematikan baygon juga mematikan bagi manuzia,"Corona healed itself, he said, killing Baygon is also deadly for Manuzia",-0.2,0
997,kalau vaksin gagal ada efek samping yang mengakibatkan kelumpuhan atau kematian apakah ada yang mau bertanggung jawab ini harus dipertanyakan,"If the vaccine fails there are side effects that cause paralysis or death, whether anyone wants to be responsible for this must be questioned",-0.033333333333333326,0
2,kalau bisa faksinnya di tambahin odading mang oleh biar semua jd ironman biar gak ada penyakit yang bisa nyerang lagi,"If possible, add odading to mango so that everyone becomes Ironman so that there is no disease that can attack again",0.0,1
4,tolak vaksin covid,refuse the covid vaccine,0.0,1
6,mohon jangan beli vaksin pak,please don't buy vaccines sir,0.0,1
10,aku ga mau jadi kelinci percobaan china,I don't want to be a Chinese guinea pig,0.0,1
11,no vaksin pak,no vaccine sir,0.0,1
17,nda butuh vaksin kasi aja yang mau di vaksin,You just need the vaccines you want to vaccinate,0.0,1
21,kelamaan vaksinya sampai manusia modar kabeh,over time the vaccination until the modar man is kabeh,0.0,1
22,saya ga mau divaksin karna saya alergi jarum suntik,I don't want to be vaccinated because I'm allergic to needles,0.0,1
28,kalo sudah ada vaksin ngapain masih pakai mask masih gak selamat,if there is already a vaccine why do you still use a mask it still doesn't work,0.0,1
41,pencitraan tok,tock imaging,0.0,1
46,bodo ah,oh no,0.0,1
50,bacotlah,mutilate,0.0,1
57,jangan ngomong dulu lah sebelum ada bukti,don't talk before there is evidence,0.0,1
60,ati disuntik jadi mutan kamu,ati was injected to be your mutant,0.0,1
61,lemot ngapain nunggu januari,what are you waiting for January?,0.0,1
63,bulsyit,bully,0.0,1
65,kok saya gak percaya yah,how come i don't believe it,0.0,1
66,ogahhh guee suntik,I don't want an injection,0.0,1
67,impor lagi ngutang lagi,import again owed again,0.0,1
70,mentri nyaaa dulu yaaa yang suruh cobaaaa,The minister asked me to try it,0.0,1
71,vaksin chip elite global,global elite chip vaccines,0.0,1
72,sok tau,Mr. Know-it-All,0.0,1
73,bodo amat,Whatever,0.0,1
77,suntik rabies aja,just inject rabies,0.0,1
82,china aja tanpa vaksin bisa meredam covid ko ini indonesia malah nambah banyak,"China alone without vaccines can reduce Covid, how come Indonesia is actually adding a lot",0.0,1
83,ya allah semoga oknum yang meraup keuntungan di tengah pandemi ini segera kau tegur ya allah kalo memang tidak bisa di tegur langsung panggil aja menghadapmu ya allah,"O Allah, I hope that those who reap the benefits in the midst of this pandemic will immediately warn you, Allah, if you can't be reprimanded, just call to face you, Allah",0.0,1
91,awas hoax,beware of hoaxes,0.0,1
97,semoga vaksinnya gak bekerja biar selamanya ada covid,I hope the vaccine doesn't work so that there will be Covid forever,0.0,1
102,nanti tertularr,catch it later,0.0,1
105,indonesia terserah,Indonesia whatever,0.0,1
106,heyyyy itu kelamaan entar keburu jt orang yang kena gimana sih ah,"heyyyy, how do people get rushed over time?",0.0,1
108,loh katanya uda ada vaksin nya beli dari cina nih kok jd january lagi berita nya banyak boong ah,"loh he said there was already a vaccine, I bought it from China, so how come there is a lot of news in January",0.0,1
109,stop berita coronaaaaa,stop news coronaaaaa,0.0,1
112,kalau bisa coba dulu suntikin ke pak presiden jokowi pasti berhasil,"If you can, try it with President Jokowi, it will work",0.0,1
115,preeeeeetttt langsung di coba ke tka china yang masuk kemarin,preeeeeetttt immediately tried to tka china that entered yesterday,0.0,1
117,kelamaan saya pengen masuk kuliah katanya kemarin september sudah bisa diedarkan kok mundur jadi januari,"after a while I wanted to go to college, he said yesterday that September had already been circulated",0.0,1
118,ngibul terus,keep talking,0.0,1
123,presiden wapres mpr dpr dprd dulu di beri vaksin bos,President Vice President Mpr Dpr Dprd was given the boss vaccine,0.0,1
124,gak bakal brhasil us aja gak bisa malah,"it won't work, we just can't",0.0,1
128,pakde tolong lah ya vaksin dipikirin mulu kita yang kena phk ini lah dipikirin kontrakan tagihan listrik belum tagihan hutang bumn yang katanya progeamnya pakde pinjaman lunak hari kamis yang katanya pake bunga tapi sejuta pulang sejuta stgh tiap kamis suruh kumpul apa itu orang mah diluburin aja pakde yang begitu idup sudah susah harus tetap dibayarkan boro buat beli vaksin buat kontrakan aja yang puetinnting entong ada ngelamar dah suami saya biar jadi tukang lap sepatu pakde jokowi gpp penting ada pemasukan,"Sir, please think about vaccines, we think about the contracting of electricity bills, not yet state-owned debt bills, which are said to be the program, using soft loans on Thursdays which are said to use interest, but a million come home a million every Thursday. so life is difficult, you have to pay boro to buy vaccines for rent, the only thing that works for you is my husband, so that he can be a shoemaker, Pakde Jokowi, gpp is important there is income",0.0,1
131,ketergantungan vaksin pake tato digital sertifikat dajal nanti kalian pada mengerti,dependence on vaccines using digital tattoos for dajal certificates later you understand,0.0,1
133,pret kepret,pret kret,0.0,1
138,nanti seperti sem ka lagi php doang,later just like php again,0.0,1
139,kelamaaaaaan,lamaaaaaan,0.0,1
141,saya orang mojokerto tidak peduli vaksin kalau namanya penyakit ya sudah yang menentukan siapa yang terkenakan allah,"I am a Mojokerto person, I don't care about vaccines, if the name is a disease, that determines who is affected by Allah",0.0,1
143,hdohhh bocah masih daring sampai taon depan,hdohhh the boy is still online until next year,0.0,1
147,coba kalian cari artikel kasus vaksin di india dan juga yang di afrika mana tau bisa lebih cerdas memahami apa itu fucksin,"You guys try to find articles on vaccine cases in India and also in Africa, which one can be smarter in understanding what fucksin is",0.0,1
151,covid pembodohan,covid duping,0.0,1
152,knpaa tidak sekarang,why not now,0.0,1
154,vaksin buat apa,vaccines for what,0.0,1
159,tapi kok tanpa vaksin sudah bisa pada sembuh gitu tiap hari bisa sembuh an,but how come without the vaccine it can heal like that every day it can heal,0.0,1
160,lo senen mundur aja cepet kelar deh vaksinnya,"you senen just back off, hurry up and finish the vaccine",0.0,1
161,di buat uji klinis dulu adalah dpr ketua dpr dia kan wakil rakyat makanya dpr dan ketuanya berani engga,"In a clinical trial, the DPR chairman was the DPRD, he was the People's Representative, so the DPR and the chairperson didn't dare",0.0,1
165,dimulai dengan presiden menteri anggota dpr asn terakhir rakyat,starting with the president minister as the last member of the people's dpr asn,0.0,1
167,klamaan,clama,0.0,1
168,kelamaan tahun januari,gradually in January,0.0,1
172,yap bisnis besar sebentar lagi akan dimulai,yep big business is about to start,0.0,1
